ID,Positively charged,Negatively charged,Polarity,Non polarity,Cyclic,Aromaticity,Basicity,Hydrophobicity,Hydrophilicity,Small
1641,0.25,0.0,0.0,0.75,0.0,0.5,0.25,0.75,0.25,0.083
1642,0.275,0.078,0.294,0.314,0.02,0.078,0.275,0.412,0.333,0.49
1643,0.136,0.045,0.318,0.386,0.0,0.114,0.136,0.409,0.25,0.636
1644,0.136,0.068,0.295,0.386,0.0,0.114,0.136,0.432,0.25,0.659
1645,0.131,0.148,0.262,0.41,0.033,0.049,0.131,0.475,0.213,0.541
1646,0.191,0.064,0.298,0.404,0.0,0.043,0.191,0.426,0.234,0.553
1647,0.256,0.07,0.349,0.326,0.093,0.0,0.256,0.372,0.349,0.581
1648,0.153,0.153,0.339,0.322,0.034,0.085,0.153,0.39,0.22,0.576
1649,0.262,0.033,0.213,0.475,0.033,0.098,0.262,0.492,0.311,0.492
1650,0.295,0.0,0.227,0.455,0.091,0.045,0.295,0.432,0.409,0.364
1651,0.136,0.091,0.295,0.386,0.0,0.114,0.136,0.409,0.227,0.636
1652,0.308,0.0,0.269,0.385,0.019,0.115,0.308,0.385,0.365,0.404
1653,0.243,0.081,0.243,0.392,0.027,0.122,0.243,0.446,0.311,0.405
1654,0.233,0.023,0.279,0.419,0.023,0.047,0.233,0.512,0.302,0.605
1655,0.197,0.085,0.31,0.38,0.099,0.085,0.197,0.507,0.324,0.563
1656,0.222,0.0,0.333,0.444,0.111,0.222,0.222,0.667,0.333,0.444
1657,0.154,0.0,0.308,0.462,0.077,0.308,0.154,0.615,0.308,0.462
1658,0.28,0.07,0.24,0.39,0.06,0.07,0.28,0.39,0.36,0.39
1659,0.214,0.129,0.271,0.371,0.043,0.114,0.214,0.4,0.271,0.414
1660,0.164,0.09,0.343,0.299,0.075,0.09,0.164,0.448,0.343,0.672
1661,0.122,0.078,0.278,0.478,0.033,0.078,0.122,0.567,0.2,0.544
1662,0.083,0.0,0.417,0.5,0.083,0.083,0.083,0.5,0.167,0.667
1663,0.136,0.121,0.394,0.288,0.106,0.106,0.136,0.515,0.303,0.591
1664,0.111,0.033,0.3,0.5,0.067,0.022,0.111,0.544,0.233,0.733
1665,0.083,0.194,0.306,0.333,0.0,0.139,0.083,0.361,0.167,0.278
1666,0.255,0.064,0.404,0.255,0.021,0.085,0.255,0.383,0.298,0.574
1667,0.111,0.037,0.407,0.407,0.037,0.111,0.111,0.593,0.185,0.593
1668,0.167,0.5,0.167,0.167,0.0,0.0,0.167,0.167,0.167,0.333
1669,0.267,0.267,0.133,0.267,0.0,0.0,0.267,0.267,0.333,0.267
1670,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0
1671,0.159,0.182,0.216,0.398,0.068,0.114,0.159,0.42,0.273,0.42
1672,0.391,0.0,0.0,0.609,0.0,0.348,0.391,0.609,0.391,0.261
1673,0.267,0.0,0.333,0.4,0.0,0.0,0.267,0.467,0.267,0.333
1674,0.229,0.072,0.289,0.398,0.072,0.06,0.229,0.482,0.313,0.506
1675,0.097,0.139,0.292,0.431,0.028,0.083,0.097,0.417,0.167,0.556
1676,0.193,0.145,0.205,0.422,0.036,0.012,0.193,0.446,0.265,0.482
1677,0.2,0.067,0.067,0.667,0.2,0.133,0.2,0.6,0.4,0.4
1678,0.143,0.0,0.357,0.429,0.071,0.143,0.143,0.571,0.286,0.643
1679,0.197,0.113,0.296,0.366,0.042,0.113,0.197,0.408,0.268,0.465
1680,0.269,0.115,0.269,0.308,0.038,0.077,0.269,0.423,0.346,0.385
1681,0.074,0.064,0.383,0.447,0.074,0.043,0.074,0.553,0.181,0.649
1682,0.163,0.047,0.349,0.395,0.023,0.093,0.163,0.512,0.233,0.651
1683,0.181,0.056,0.236,0.5,0.042,0.042,0.181,0.514,0.25,0.403
1684,0.168,0.095,0.137,0.6,0.074,0.095,0.168,0.547,0.242,0.432
1685,0.307,0.067,0.173,0.44,0.0,0.093,0.307,0.387,0.32,0.36
1686,0.131,0.082,0.328,0.377,0.033,0.164,0.131,0.459,0.246,0.574
1687,0.198,0.049,0.173,0.556,0.0,0.025,0.198,0.481,0.222,0.494
1688,0.132,0.105,0.368,0.289,0.079,0.132,0.132,0.395,0.316,0.579
1689,0.322,0.0,0.31,0.322,0.023,0.08,0.322,0.368,0.391,0.54
1690,0.154,0.0,0.385,0.385,0.077,0.231,0.154,0.615,0.308,0.538
1691,0.294,0.0,0.235,0.412,0.059,0.118,0.294,0.471,0.412,0.529
1692,0.5,0.0,0.143,0.357,0.0,0.214,0.5,0.357,0.5,0.071
1693,0.264,0.075,0.302,0.302,0.0,0.113,0.264,0.396,0.321,0.528
1694,0.1,0.05,0.238,0.55,0.05,0.112,0.1,0.612,0.212,0.562
1695,0.13,0.043,0.304,0.348,0.043,0.043,0.13,0.391,0.348,0.696
1696,0.292,0.0,0.315,0.36,0.022,0.09,0.292,0.427,0.348,0.528
1697,0.203,0.062,0.25,0.422,0.078,0.047,0.203,0.484,0.344,0.562
1698,0.16,0.28,0.08,0.48,0.0,0.0,0.16,0.4,0.16,0.68
1699,0.324,0.0,0.216,0.324,0.0,0.027,0.324,0.378,0.459,0.378
1700,0.0,0.36,0.12,0.46,0.04,0.14,0.0,0.46,0.1,0.52
1701,0.216,0.081,0.378,0.297,0.027,0.081,0.216,0.351,0.27,0.595
1702,0.241,0.06,0.289,0.398,0.072,0.06,0.241,0.494,0.325,0.482
1703,0.146,0.062,0.333,0.354,0.083,0.042,0.146,0.562,0.333,0.646
1704,0.159,0.068,0.273,0.386,0.0,0.114,0.159,0.432,0.273,0.636
1705,0.245,0.075,0.283,0.321,0.0,0.113,0.245,0.396,0.321,0.566
1706,0.157,0.02,0.353,0.373,0.059,0.098,0.157,0.471,0.314,0.569
1707,0.105,0.14,0.228,0.509,0.018,0.158,0.105,0.579,0.14,0.421
1708,0.353,0.071,0.106,0.4,0.0,0.035,0.353,0.424,0.424,0.353
1709,0.333,0.0,0.067,0.6,0.367,0.033,0.333,0.6,0.7,0.383
1710,0.14,0.07,0.316,0.474,0.035,0.158,0.14,0.596,0.175,0.456
1711,0.333,0.0,0.0,0.667,0.0,0.417,0.333,0.667,0.333,0.083
1712,0.159,0.068,0.205,0.523,0.045,0.091,0.159,0.5,0.25,0.545
1713,0.138,0.121,0.241,0.448,0.0,0.172,0.138,0.534,0.19,0.448
1714,0.2,0.075,0.25,0.425,0.0,0.075,0.2,0.5,0.25,0.625
1715,0.172,0.097,0.215,0.473,0.054,0.118,0.172,0.301,0.269,0.473
1716,0.218,0.073,0.364,0.255,0.018,0.109,0.218,0.418,0.327,0.618
1717,0.253,0.057,0.276,0.368,0.057,0.092,0.253,0.379,0.356,0.437
1718,0.082,0.033,0.131,0.705,0.033,0.049,0.082,0.672,0.164,0.607
1719,0.22,0.06,0.34,0.3,0.0,0.1,0.22,0.42,0.3,0.6
1720,0.31,0.017,0.276,0.345,0.052,0.103,0.31,0.328,0.414,0.431
1721,0.156,0.031,0.344,0.406,0.073,0.115,0.156,0.542,0.292,0.542
1722,0.185,0.074,0.407,0.333,0.037,0.111,0.185,0.389,0.222,0.593
1723,0.119,0.051,0.339,0.475,0.085,0.068,0.119,0.576,0.22,0.61
1724,0.109,0.033,0.283,0.511,0.076,0.022,0.109,0.543,0.25,0.663
1725,0.255,0.064,0.404,0.255,0.021,0.085,0.255,0.383,0.298,0.574
1726,0.25,0.083,0.25,0.333,0.0,0.167,0.25,0.333,0.333,0.5
1727,0.222,0.083,0.278,0.333,0.028,0.056,0.222,0.444,0.333,0.556
1728,0.18,0.066,0.311,0.344,0.066,0.066,0.18,0.459,0.344,0.59
1729,0.161,0.177,0.161,0.484,0.032,0.129,0.161,0.468,0.21,0.419
1730,0.139,0.125,0.264,0.403,0.056,0.056,0.139,0.486,0.264,0.5
1731,0.245,0.075,0.283,0.302,0.019,0.113,0.245,0.415,0.358,0.547
1732,0.356,0.017,0.153,0.407,0.051,0.051,0.356,0.356,0.475,0.492
1733,0.171,0.158,0.158,0.487,0.0,0.053,0.171,0.487,0.197,0.408
1734,0.385,0.154,0.385,0.077,0.038,0.0,0.385,0.231,0.423,0.346
1735,0.154,0.0,0.308,0.462,0.077,0.154,0.154,0.538,0.308,0.615
1736,0.375,0.025,0.2,0.375,0.0,0.0,0.375,0.375,0.4,0.425
1737,0.362,0.086,0.138,0.414,0.052,0.052,0.362,0.379,0.414,0.414
1738,0.193,0.07,0.298,0.368,0.053,0.088,0.193,0.474,0.316,0.509
1739,0.167,0.083,0.317,0.367,0.033,0.05,0.167,0.45,0.267,0.583
1740,0.159,0.136,0.25,0.364,0.0,0.045,0.159,0.455,0.25,0.432
1741,0.113,0.085,0.268,0.521,0.028,0.07,0.113,0.563,0.155,0.577
1742,0.206,0.118,0.206,0.441,0.044,0.0,0.206,0.485,0.279,0.5
1743,0.261,0.116,0.203,0.406,0.043,0.072,0.261,0.464,0.319,0.406
1744,0.098,0.098,0.275,0.49,0.0,0.078,0.098,0.51,0.137,0.647
1745,0.183,0.15,0.267,0.35,0.033,0.083,0.183,0.417,0.267,0.417
1746,0.187,0.066,0.187,0.516,0.088,0.077,0.187,0.527,0.319,0.462
1747,0.316,0.0,0.105,0.579,0.0,0.421,0.316,0.579,0.316,0.263
1748,0.136,0.062,0.222,0.568,0.0,0.16,0.136,0.593,0.148,0.284
1749,0.118,0.0,0.059,0.765,0.0,0.0,0.118,0.529,0.176,0.529
1750,0.2,0.092,0.2,0.462,0.015,0.108,0.2,0.477,0.262,0.431
1751,0.23,0.098,0.344,0.328,0.066,0.082,0.23,0.426,0.295,0.525
1752,0.138,0.106,0.245,0.489,0.032,0.032,0.138,0.532,0.191,0.511
1753,0.167,0.188,0.25,0.375,0.083,0.167,0.167,0.458,0.271,0.542
1754,0.167,0.19,0.048,0.595,0.0,0.0,0.167,0.405,0.167,0.643
1755,0.116,0.023,0.209,0.465,0.0,0.116,0.116,0.395,0.302,0.698
1756,0.28,0.11,0.16,0.43,0.04,0.05,0.28,0.41,0.34,0.44
1757,0.14,0.04,0.34,0.36,0.04,0.12,0.14,0.44,0.3,0.6
1758,0.179,0.179,0.071,0.571,0.0,0.0,0.179,0.357,0.179,0.571
1759,0.273,0.114,0.159,0.432,0.023,0.045,0.273,0.523,0.318,0.409
1760,0.24,0.06,0.3,0.28,0.0,0.1,0.24,0.42,0.36,0.58
1761,0.127,0.073,0.327,0.436,0.055,0.055,0.127,0.509,0.218,0.582
1762,0.133,0.0,0.267,0.333,0.0,0.0,0.133,0.4,0.4,0.733
1763,0.102,0.143,0.367,0.347,0.061,0.041,0.102,0.51,0.204,0.633
1764,0.281,0.053,0.246,0.404,0.018,0.088,0.281,0.439,0.316,0.474
1765,0.063,0.127,0.429,0.317,0.063,0.111,0.063,0.429,0.19,0.54
1766,0.174,0.0,0.174,0.652,0.087,0.043,0.174,0.696,0.261,0.565
1767,0.098,0.0,0.463,0.366,0.049,0.073,0.098,0.463,0.22,0.732
1768,0.208,0.042,0.083,0.625,0.0,0.125,0.208,0.458,0.25,0.417
1769,0.156,0.188,0.234,0.406,0.016,0.125,0.156,0.422,0.188,0.531
1770,0.118,0.059,0.529,0.294,0.0,0.0,0.118,0.235,0.118,0.471
1771,0.286,0.095,0.095,0.524,0.0,0.048,0.286,0.524,0.286,0.238
1772,0.032,0.065,0.129,0.774,0.065,0.097,0.032,0.806,0.097,0.516
1773,0.258,0.075,0.172,0.452,0.054,0.097,0.258,0.43,0.355,0.43
1774,0.159,0.063,0.286,0.444,0.032,0.095,0.159,0.524,0.238,0.397
1775,0.17,0.075,0.264,0.434,0.038,0.094,0.17,0.509,0.264,0.509
1776,0.167,0.139,0.306,0.306,0.028,0.139,0.167,0.444,0.278,0.528
1777,0.353,0.059,0.176,0.412,0.0,0.176,0.353,0.412,0.353,0.294
1778,0.111,0.069,0.292,0.5,0.028,0.097,0.111,0.583,0.167,0.514
1779,0.3,0.1,0.1,0.4,0.0,0.0,0.3,0.3,0.4,0.4
1780,0.19,0.071,0.238,0.333,0.095,0.071,0.19,0.405,0.452,0.643
1781,0.375,0.0,0.0,0.625,0.5,0.0,0.375,0.625,0.875,0.5
1782,0.27,0.101,0.202,0.427,0.011,0.034,0.27,0.427,0.281,0.337
1783,0.204,0.075,0.172,0.505,0.043,0.108,0.204,0.473,0.29,0.409
1784,0.118,0.118,0.275,0.373,0.118,0.02,0.118,0.451,0.353,0.667
1785,0.3,0.05,0.25,0.367,0.083,0.033,0.3,0.433,0.417,0.5
1786,0.273,0.0,0.182,0.545,0.0,0.273,0.273,0.545,0.273,0.0
1787,0.306,0.061,0.286,0.265,0.02,0.061,0.306,0.429,0.408,0.469
1788,0.255,0.085,0.319,0.319,0.085,0.043,0.255,0.553,0.362,0.532
1789,0.189,0.038,0.245,0.472,0.019,0.132,0.189,0.547,0.264,0.491
1790,0.188,0.174,0.13,0.478,0.029,0.072,0.188,0.536,0.246,0.406
1791,0.364,0.0,0.0,0.636,0.091,0.182,0.364,0.636,0.455,0.273
1792,0.165,0.143,0.198,0.44,0.011,0.154,0.165,0.451,0.231,0.319
1793,0.145,0.091,0.345,0.4,0.127,0.127,0.145,0.473,0.291,0.582
1794,0.253,0.067,0.16,0.507,0.067,0.093,0.253,0.52,0.333,0.427
1795,0.086,0.207,0.138,0.483,0.034,0.086,0.086,0.448,0.207,0.431
1796,0.082,0.131,0.197,0.557,0.049,0.098,0.082,0.623,0.164,0.492
1797,0.333,0.167,0.0,0.5,0.0,0.167,0.333,0.5,0.333,0.167
1798,0.112,0.061,0.265,0.429,0.031,0.133,0.112,0.418,0.276,0.622
1799,0.28,0.0,0.4,0.28,0.04,0.12,0.28,0.4,0.36,0.44
1800,0.167,0.143,0.238,0.357,0.0,0.024,0.167,0.429,0.262,0.405
1801,0.262,0.048,0.071,0.548,0.048,0.048,0.262,0.524,0.381,0.5
1802,0.176,0.02,0.353,0.353,0.059,0.078,0.176,0.451,0.333,0.588
1803,0.14,0.12,0.36,0.3,0.02,0.18,0.14,0.38,0.24,0.58
1804,0.159,0.13,0.159,0.522,0.014,0.058,0.159,0.536,0.203,0.449
1805,0.098,0.0,0.463,0.39,0.049,0.073,0.098,0.488,0.195,0.732
1806,0.167,0.076,0.212,0.485,0.03,0.121,0.167,0.576,0.258,0.47
1807,0.286,0.0,0.238,0.381,0.0,0.143,0.286,0.476,0.381,0.571
1808,0.195,0.244,0.049,0.512,0.0,0.024,0.195,0.512,0.195,0.195
1809,0.279,0.105,0.186,0.372,0.0,0.047,0.279,0.384,0.337,0.326
1810,0.444,0.111,0.111,0.333,0.0,0.0,0.444,0.444,0.444,0.222
1811,0.177,0.139,0.203,0.456,0.025,0.101,0.177,0.456,0.228,0.392
1812,0.167,0.167,0.357,0.286,0.024,0.095,0.167,0.405,0.214,0.524
1813,0.236,0.055,0.309,0.382,0.055,0.109,0.236,0.455,0.309,0.4
1814,0.282,0.103,0.205,0.41,0.051,0.077,0.282,0.487,0.333,0.41
1815,0.253,0.042,0.221,0.389,0.011,0.074,0.253,0.442,0.358,0.474
1816,0.121,0.106,0.273,0.47,0.045,0.091,0.121,0.591,0.197,0.455
1817,0.111,0.037,0.333,0.333,0.037,0.037,0.111,0.407,0.333,0.667
1818,0.238,0.071,0.31,0.357,0.048,0.071,0.238,0.476,0.31,0.524
1819,0.255,0.098,0.333,0.255,0.039,0.078,0.255,0.392,0.353,0.451
1820,0.078,0.091,0.286,0.494,0.182,0.104,0.078,0.584,0.312,0.636
1821,0.116,0.232,0.158,0.442,0.053,0.105,0.116,0.421,0.221,0.411
1822,0.161,0.081,0.242,0.516,0.065,0.145,0.161,0.629,0.226,0.452
1823,0.375,0.025,0.225,0.35,0.0,0.0,0.375,0.35,0.4,0.425
1824,0.329,0.066,0.171,0.329,0.039,0.039,0.329,0.316,0.474,0.408
1825,0.09,0.27,0.18,0.44,0.01,0.08,0.09,0.45,0.12,0.37
1826,0.118,0.235,0.235,0.412,0.059,0.0,0.118,0.647,0.176,0.588
1827,0.444,0.0,0.0,0.556,0.0,0.222,0.444,0.556,0.444,0.111
1828,0.286,0.052,0.156,0.481,0.039,0.078,0.286,0.494,0.351,0.429
1829,0.281,0.031,0.156,0.469,0.062,0.141,0.281,0.469,0.406,0.297
1830,0.137,0.059,0.275,0.49,0.0,0.039,0.137,0.471,0.176,0.353
1831,0.125,0.196,0.321,0.304,0.018,0.089,0.125,0.429,0.196,0.625
1832,0.236,0.101,0.157,0.449,0.045,0.079,0.236,0.449,0.337,0.449
1833,0.197,0.07,0.225,0.479,0.056,0.056,0.197,0.521,0.282,0.437
1834,0.211,0.088,0.298,0.281,0.018,0.088,0.211,0.333,0.351,0.509
1835,0.212,0.091,0.242,0.424,0.015,0.152,0.212,0.5,0.258,0.379
1836,0.1,0.05,0.283,0.55,0.033,0.133,0.1,0.65,0.15,0.433
1837,0.045,0.0,0.182,0.773,0.045,0.091,0.045,0.818,0.091,0.545
1838,0.328,0.016,0.141,0.453,0.062,0.047,0.328,0.5,0.453,0.422
1839,0.256,0.058,0.209,0.419,0.023,0.081,0.256,0.43,0.337,0.442
1840,0.13,0.065,0.272,0.467,0.065,0.043,0.13,0.598,0.261,0.641
1841,0.321,0.038,0.264,0.34,0.075,0.038,0.321,0.434,0.434,0.415
1842,0.109,0.091,0.382,0.327,0.055,0.073,0.109,0.491,0.255,0.618
1843,0.216,0.081,0.378,0.297,0.027,0.081,0.216,0.351,0.27,0.595
1844,0.14,0.06,0.44,0.32,0.04,0.12,0.14,0.42,0.22,0.62
1845,0.068,0.068,0.329,0.411,0.11,0.041,0.068,0.493,0.301,0.658
1846,0.083,0.0,0.208,0.667,0.0,0.042,0.083,0.583,0.125,0.5
1847,0.22,0.0,0.244,0.488,0.073,0.0,0.22,0.512,0.341,0.659
1848,0.297,0.108,0.081,0.486,0.054,0.108,0.297,0.459,0.378,0.297
1849,0.354,0.021,0.25,0.375,0.021,0.042,0.354,0.417,0.375,0.375
1850,0.293,0.091,0.232,0.364,0.04,0.051,0.293,0.364,0.354,0.374
1851,0.086,0.121,0.241,0.534,0.017,0.121,0.086,0.638,0.121,0.431
1852,0.191,0.128,0.362,0.277,0.0,0.064,0.191,0.447,0.234,0.66
1853,0.286,0.071,0.375,0.25,0.018,0.071,0.286,0.321,0.321,0.554
1854,0.204,0.022,0.161,0.495,0.097,0.075,0.204,0.559,0.419,0.559
1855,0.281,0.124,0.18,0.416,0.011,0.034,0.281,0.416,0.292,0.315
1856,0.2,0.117,0.317,0.3,0.0,0.083,0.2,0.417,0.267,0.517
1857,0.091,0.055,0.382,0.364,0.073,0.091,0.091,0.491,0.273,0.636
1858,0.118,0.098,0.314,0.431,0.02,0.039,0.118,0.588,0.176,0.529
1859,0.246,0.116,0.188,0.406,0.014,0.072,0.246,0.449,0.304,0.42
1860,0.167,0.0,0.167,0.667,0.167,0.0,0.167,0.833,0.333,0.5
1861,0.337,0.076,0.196,0.37,0.065,0.076,0.337,0.38,0.424,0.402
1862,0.27,0.07,0.18,0.44,0.04,0.08,0.27,0.45,0.35,0.41
1863,0.16,0.04,0.34,0.36,0.04,0.1,0.16,0.44,0.3,0.58
1864,0.171,0.195,0.146,0.463,0.0,0.0,0.171,0.512,0.195,0.463
1865,0.176,0.02,0.314,0.392,0.059,0.098,0.176,0.471,0.333,0.569
1866,0.247,0.043,0.226,0.473,0.043,0.118,0.247,0.484,0.301,0.409
1867,0.185,0.111,0.315,0.352,0.074,0.037,0.185,0.5,0.296,0.444
1868,0.212,0.106,0.242,0.379,0.091,0.061,0.212,0.424,0.364,0.606
1869,0.233,0.105,0.209,0.395,0.023,0.128,0.233,0.419,0.314,0.384
1870,0.069,0.138,0.259,0.5,0.034,0.138,0.069,0.655,0.138,0.448
1871,0.117,0.1,0.333,0.4,0.033,0.133,0.117,0.483,0.2,0.633
1872,0.333,0.048,0.19,0.381,0.0,0.048,0.333,0.429,0.381,0.381
1873,0.133,0.12,0.293,0.427,0.093,0.093,0.133,0.44,0.253,0.6
1874,0.093,0.093,0.233,0.5,0.035,0.07,0.093,0.581,0.209,0.535
1875,0.127,0.109,0.345,0.364,0.091,0.036,0.127,0.473,0.273,0.618
1876,0.157,0.039,0.314,0.373,0.059,0.098,0.157,0.471,0.333,0.588
1877,0.222,0.0,0.333,0.389,0.056,0.222,0.222,0.5,0.333,0.5
1878,0.444,0.0,0.0,0.556,0.056,0.222,0.444,0.556,0.5,0.111
1879,0.338,0.029,0.118,0.471,0.044,0.029,0.338,0.382,0.426,0.485
1880,0.261,0.065,0.304,0.304,0.0,0.065,0.261,0.391,0.326,0.543
1881,0.577,0.0,0.0,0.423,0.0,0.0,0.577,0.423,0.577,0.154
1882,0.122,0.081,0.243,0.527,0.014,0.095,0.122,0.595,0.162,0.554
1883,0.174,0.043,0.043,0.739,0.043,0.087,0.174,0.696,0.217,0.435
1884,0.444,0.0,0.0,0.556,0.056,0.222,0.444,0.556,0.5,0.167
1885,0.2,0.1,0.212,0.438,0.088,0.138,0.2,0.488,0.338,0.5
1886,0.087,0.228,0.283,0.359,0.0,0.207,0.087,0.359,0.13,0.359
1887,0.25,0.08,0.148,0.443,0.011,0.057,0.25,0.341,0.341,0.511
1888,0.135,0.135,0.308,0.365,0.077,0.077,0.135,0.481,0.269,0.635
1889,0.113,0.113,0.434,0.283,0.057,0.113,0.113,0.434,0.226,0.623
1890,0.161,0.107,0.25,0.429,0.071,0.071,0.161,0.482,0.286,0.554
1891,0.154,0.132,0.176,0.505,0.044,0.132,0.154,0.473,0.231,0.429
1892,0.184,0.061,0.265,0.367,0.082,0.041,0.184,0.429,0.388,0.612
1893,0.167,0.133,0.183,0.483,0.033,0.083,0.167,0.433,0.233,0.367
1894,0.0,0.0,0.455,0.364,0.0,0.182,0.0,0.636,0.182,0.727
1895,0.125,0.097,0.264,0.486,0.042,0.139,0.125,0.556,0.194,0.444
1896,0.75,0.0,0.083,0.167,0.0,0.167,0.75,0.167,0.75,0.083
1897,0.244,0.156,0.156,0.422,0.0,0.022,0.244,0.422,0.267,0.178
1898,0.257,0.043,0.186,0.486,0.014,0.029,0.257,0.471,0.3,0.443
1899,0.444,0.0,0.0,0.556,0.056,0.222,0.444,0.556,0.5,0.111
1900,0.174,0.174,0.163,0.442,0.012,0.093,0.174,0.5,0.233,0.407
1901,0.405,0.0,0.189,0.378,0.054,0.0,0.405,0.405,0.486,0.324
1902,0.125,0.062,0.125,0.625,0.0,0.062,0.125,0.625,0.188,0.562
1903,0.231,0.0,0.077,0.692,0.231,0.308,0.231,0.692,0.462,0.231
1904,0.368,0.0,0.0,0.632,0.0,0.105,0.368,0.474,0.368,0.368
1905,0.181,0.149,0.16,0.511,0.011,0.074,0.181,0.511,0.191,0.457
1906,0.152,0.13,0.261,0.37,0.0,0.043,0.152,0.457,0.239,0.413
1907,0.088,0.025,0.212,0.675,0.025,0.1,0.088,0.55,0.112,0.538
1908,0.176,0.157,0.314,0.294,0.059,0.078,0.176,0.471,0.294,0.49
1909,0.16,0.173,0.16,0.507,0.0,0.067,0.16,0.493,0.16,0.427
1910,0.136,0.068,0.295,0.386,0.0,0.114,0.136,0.432,0.25,0.636
1911,0.095,0.143,0.429,0.286,0.048,0.095,0.095,0.524,0.19,0.714
1912,0.12,0.04,0.36,0.32,0.04,0.04,0.12,0.4,0.32,0.68
1913,0.221,0.078,0.234,0.416,0.091,0.013,0.221,0.494,0.364,0.481
1914,0.086,0.017,0.345,0.483,0.017,0.19,0.086,0.621,0.172,0.483
1915,0.068,0.057,0.205,0.614,0.068,0.068,0.068,0.5,0.193,0.67
1916,0.125,0.047,0.297,0.469,0.062,0.109,0.125,0.594,0.25,0.531
1917,0.239,0.056,0.211,0.423,0.042,0.085,0.239,0.451,0.352,0.423
1918,0.191,0.118,0.25,0.397,0.059,0.074,0.191,0.456,0.294,0.544
1919,0.205,0.06,0.277,0.434,0.072,0.06,0.205,0.518,0.301,0.554
1920,0.288,0.068,0.186,0.458,0.153,0.034,0.288,0.542,0.441,0.542
1921,0.136,0.045,0.318,0.386,0.0,0.114,0.136,0.455,0.25,0.636
1922,0.134,0.093,0.289,0.412,0.052,0.082,0.134,0.515,0.258,0.598
1923,0.167,0.121,0.167,0.47,0.0,0.091,0.167,0.5,0.242,0.364
1924,0.099,0.049,0.259,0.568,0.025,0.111,0.099,0.63,0.148,0.407
1925,0.265,0.088,0.353,0.294,0.088,0.088,0.265,0.529,0.353,0.559
1926,0.233,0.067,0.267,0.4,0.044,0.089,0.233,0.411,0.311,0.389
1927,0.125,0.05,0.225,0.538,0.062,0.1,0.125,0.612,0.25,0.562
1928,0.239,0.068,0.205,0.432,0.0,0.125,0.239,0.398,0.295,0.33
1929,0.155,0.103,0.19,0.534,0.034,0.172,0.155,0.603,0.207,0.379
1930,0.143,0.121,0.286,0.418,0.011,0.132,0.143,0.407,0.187,0.352
1931,0.171,0.145,0.132,0.487,0.0,0.026,0.171,0.474,0.237,0.342
1932,0.036,0.127,0.291,0.509,0.055,0.164,0.036,0.709,0.127,0.455
1933,0.175,0.105,0.018,0.702,0.333,0.105,0.175,0.474,0.509,0.632
1934,0.091,0.091,0.309,0.491,0.073,0.055,0.091,0.509,0.182,0.709
1935,0.297,0.041,0.176,0.459,0.041,0.108,0.297,0.446,0.365,0.338
1936,0.3,0.129,0.129,0.371,0.029,0.071,0.3,0.429,0.4,0.414
1937,0.116,0.047,0.302,0.488,0.0,0.07,0.116,0.558,0.163,0.674
1938,0.102,0.102,0.288,0.492,0.051,0.102,0.102,0.593,0.169,0.525
1939,0.238,0.0,0.286,0.381,0.0,0.19,0.238,0.476,0.333,0.571
1940,0.183,0.085,0.169,0.423,0.085,0.07,0.183,0.38,0.408,0.592
1941,0.355,0.161,0.387,0.097,0.032,0.0,0.355,0.194,0.387,0.387
1942,0.202,0.131,0.222,0.424,0.071,0.111,0.202,0.465,0.293,0.364
1943,0.167,0.208,0.333,0.229,0.0,0.021,0.167,0.396,0.229,0.604
1944,0.076,0.022,0.283,0.598,0.033,0.283,0.076,0.587,0.13,0.359
1945,0.152,0.076,0.333,0.379,0.015,0.015,0.152,0.561,0.227,0.515
1946,0.139,0.0,0.028,0.833,0.0,0.111,0.139,0.083,0.139,0.75
1947,0.171,0.053,0.316,0.447,0.039,0.079,0.171,0.566,0.224,0.579
1948,0.133,0.0,0.333,0.467,0.133,0.267,0.133,0.667,0.333,0.533
1949,0.113,0.113,0.352,0.394,0.085,0.07,0.113,0.479,0.225,0.606
1950,0.048,0.0,0.024,0.881,0.048,0.095,0.048,0.595,0.143,0.714
1951,0.222,0.0,0.333,0.444,0.0,0.0,0.222,0.667,0.222,0.667
1952,0.044,0.0,0.067,0.822,0.067,0.044,0.044,0.6,0.178,0.733
1953,0.25,0.071,0.232,0.393,0.018,0.089,0.25,0.357,0.321,0.446
1954,0.053,0.053,0.158,0.632,0.0,0.105,0.053,0.526,0.158,0.632
1955,0.245,0.075,0.302,0.302,0.0,0.113,0.245,0.377,0.321,0.547
1956,0.096,0.072,0.253,0.518,0.096,0.133,0.096,0.361,0.253,0.59
1957,0.067,0.067,0.217,0.633,0.067,0.117,0.067,0.7,0.15,0.55
1958,0.118,0.098,0.275,0.51,0.098,0.157,0.118,0.627,0.216,0.431
1959,0.321,0.054,0.143,0.464,0.054,0.107,0.321,0.429,0.393,0.357
1960,0.1,0.067,0.4,0.433,0.067,0.067,0.1,0.567,0.167,0.667
1961,0.159,0.095,0.27,0.444,0.095,0.079,0.159,0.556,0.286,0.54
1962,0.191,0.103,0.147,0.544,0.0,0.103,0.191,0.426,0.206,0.353
1963,0.111,0.111,0.315,0.444,0.056,0.111,0.111,0.5,0.185,0.593
1964,0.35,0.0,0.35,0.3,0.0,0.15,0.35,0.45,0.35,0.5
